Dataset, #TrainingRelease, %training, %Defective in training, %Defective in testing, Classifier, Feature Selection, Sensitivity, Balancing, TP, FP, TN, FN, Precision, Recall, ROC Area, Kappa
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, NO_COST_SENSITIVE, NO_SAMPLING, 27.0, 40.0, 186.0, 21.0, 0.8985507246376812, 0.8230088495575221, 0.6997603244837758, 0.3335194194114363
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_THRESHOLD, NO_SAMPLING, 31.0, 76.0, 150.0, 17.0, 0.8982035928143712, 0.6637168141592921, 0.6547750737463127, 0.20858438412323763
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_LEARNING, NO_SAMPLING, 31.0, 76.0, 150.0, 17.0, 0.8982035928143712, 0.6637168141592921, 0.6997603244837758, 0.20858438412323763
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, NO_COST_SENSITIVE, OVER_SAMPLING, 42.0, 183.0, 43.0, 6.0, 0.8775510204081632, 0.1902654867256637, 0.7489859882005899, 0.02661554076914401
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_THRESHOLD, OVER_SAMPLING, 44.0, 204.0, 22.0, 4.0, 0.8461538461538461, 0.09734513274336283, 0.5070058997050148, 0.005305780508237938
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_LEARNING, OVER_SAMPLING, 44.0, 198.0, 28.0, 4.0, 0.875, 0.12389380530973451, 0.7489859882005899, 0.015650565554527974
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, NO_COST_SENSITIVE, UNDER_SAMPLING, 39.0, 85.0, 141.0, 9.0, 0.94, 0.6238938053097345, 0.7488938053097345, 0.26879400408812176
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_THRESHOLD, UNDER_SAMPLING, 41.0, 103.0, 123.0, 7.0, 0.9461538461538461, 0.5442477876106194, 0.699207227138643, 0.22287541254125423
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_LEARNING, UNDER_SAMPLING, 41.0, 103.0, 123.0, 7.0, 0.9461538461538461, 0.5442477876106194, 0.7488938053097345, 0.22287541254125423
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, NO_COST_SENSITIVE, SMOTE, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.6798949115044248, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_THRESHOLD, SMOTE, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, NAIVE_BAYES, BEST_FIRST, SENSITIVE_LEARNING, SMOTE, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.6798949115044248, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, NO_SAMPLING, 36.0, 0.0, 226.0, 12.0, 0.9495798319327731, 1.0, 0.9232116519174042, 0.8319018404907977
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, NO_SAMPLING, 42.0, 55.0, 171.0, 6.0, 0.9661016949152542, 0.7566371681415929, 0.8158185840707964, 0.4505227168124136
ZOOKEEPER, 2, 0.7646048109965635, 0.0449438202247191, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, NO_SAMPLING, 40.0, 2.0, 224.0, 8.0, 0.9655172413793104, 0.9911504424778761, 0.9396662979351033, 0.8671708357572233
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, OVER_SAMPLING, 44.0, 106.0, 120.0, 4.0, 0.967741935483871, 0.5309734513274337, 0.8273875368731564, 0.24370169627622215
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, OVER_SAMPLING, 48.0, 226.0, 0.0, 0.0, NaN, 0.0, 0.5, 0.0
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, OVER_SAMPLING, 46.0, 210.0, 16.0, 2.0, 0.8888888888888888, 0.07079646017699115, 0.783969395280236, 0.010762942779291546
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, UNDER_SAMPLING, 45.0, 126.0, 100.0, 3.0, 0.970873786407767, 0.4424778761061947, 0.9049133480825958, 0.18912594631796276
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, UNDER_SAMPLING, 48.0, 225.0, 1.0, 0.0, 1.0, 0.004424778761061947, 0.5022123893805309, 0.001554756583422425
ZOOKEEPER, 2, 0.7646048109965635, 0.5, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, UNDER_SAMPLING, 46.0, 183.0, 43.0, 2.0, 0.9555555555555556, 0.1902654867256637, 0.8991519174041298, 0.05979893905108137
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, NO_COST_SENSITIVE, SMOTE, 39.0, 0.0, 226.0, 9.0, 0.9617021276595744, 1.0, 0.9292957227138643, 0.8772767990444909
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_THRESHOLD, SMOTE, 44.0, 74.0, 152.0, 4.0, 0.9743589743589743, 0.672566371681416, 0.7946165191740413, 0.3742827028926104
ZOOKEEPER, 2, 0.7646048109965635, 0.08602150537634409, 0.17518248175182483, RANDOM_FOREST, NO_FEATURES_SELECTION, SENSITIVE_LEARNING, SMOTE, 44.0, 24.0, 202.0, 4.0, 0.9805825242718447, 0.8938053097345132, 0.9418325958702065, 0.6962305986696231
